connection_duration,protocol_type,service,flag,packet_size,error_rate,label
0.5729378804963468,0.4581786887704114,-0.7428048439156669,-1.638335917421471,-1.1063168510099486,-0.5824302627023225,1
-1.2541756252271048,0.8816468708157916,0.2568577497652306,0.006942101345006233,-1.7222984249184148,0.7693170153835711,0
-0.350526534674377,-1.3189992555511842,1.638335917421471,-0.38875767532034905,-0.8343894354075949,1.6547103746121115,1
1.3445735578603453,-1.0621415057859536,0.6178470197055548,0.5831365129805236,-0.04677210365552132,-1.174009070114629,1
-0.4961456147183907,-0.7011522358456296,-1.4508991811063028,-0.4859470941504363,0.09309668175326555,-2.1399258852966656,1
1.2153660803239048,1.5064359918663526,1.5064359918663526,-0.5275997022204737,1.1412539604360188,0.15909041522791334,1
0.8150284348408715,-1.1662730259610472,-0.8885889721607978,1.6313938160764647,0.6321775390074778,1.5881383874359476,1
-1.112722125362267,0.4095839793553678,-1.3675939649662279,0.9649520869558664,-1.185238874226876,-0.9965247510870274,1
-0.9492991718152649,-0.19437883766017452,1.6869306268365147,-1.2426361407561157,0.5001256480329532,1.5040964046904735,0
1.7301980836688098,-1.6244517147314586,-1.5550307012813962,0.24297354707521815,0.7857214091995278,0.6051629032564257,1
0.8770257573316019,-1.2426361407561157,-1.0343731004059287,-1.2356940394111096,-0.04672404845733797,-1.2306631730896687,1
-1.3602444839114172,-1.0204888977159163,-1.339825559586203,1.5342043972463775,0.9794312481872169,0.9048479230374746,1
1.5944072419219837,0.298510357835268,1.3675939649662279,-0.4234681820453802,-0.6870577452134831,-0.8632301531252863,1
1.128723025889113,-0.7775153506406981,-0.8955310735058041,-0.5206576008754675,-0.6792041814991366,1.4593664254190657,1
-1.0455582249000948,0.13189992555511842,-0.1874367363151683,-1.5203201945563651,-1.7613775152487563,-0.008698311818791866,1
0.6491014452265342,1.6522201201114834,-0.6386733237405735,1.728583234906552,-0.9941865531840641,1.5626159726588085,1
-1.7516183249115134,0.8399942627457542,0.8399942627457542,-1.3745360663112343,-0.16182523791357517,1.9103196803427538,0
-1.1128074625723277,0.4512365874254052,-1.305115052861172,0.3332208645602992,-0.24316505757716944,0.4942728123551009,1
1.0604050513953525,0.11801572286510596,-1.4647833837963151,-1.0066046950259038,0.2445753877695138,0.04213499040460919,1
-0.1435286732776606,-0.9927204923358913,1.4994938905213464,0.923299478885829,1.0358721148343197,-0.09599275591186145,1
0.3316370549902441,-1.2009835326860783,0.03471050672503117,0.7080943371906357,1.9404444281006987,0.25932778472930523,1
-0.05769876653022275,-1.1385046205810223,-1.6799885254915083,1.5133780932113587,1.2970619573246636,-1.0425438695266465,1
-0.19423604698738894,1.0343731004059287,1.6799885254915083,1.159330924616041,1.1271930239998647,1.5373588921919334,1
-0.5035015530326229,1.3884202690012466,1.4647833837963151,0.8677626681257792,-1.1015223683563808,-0.32304151012286086,1
-1.7124609305625915,-0.5831365129805236,1.4786675864863277,0.4234681820453802,0.6458608759468957,-0.6357373884016366,1
-0.8787998399609338,-0.0833052161400748,0.5831365129805236,0.5761944116355173,1.1560048513935772,0.9301952024972501,1
1.1177292468091977,-1.1454467219260285,-0.2568577497652306,1.6244517147314586,0.7597462661291752,-1.0303945340569969,1
0.47142454485569263,0.43041028339038645,1.0551994044409474,-0.6872680331556171,0.7068957798978617,1.0973266374776156,0
-0.5728337064957354,0.7705732492956919,0.09718941883008726,-0.8816468708157916,-0.6066050636991958,-0.023905953850284357,0
0.3483313666856147,0.5553681076004987,-0.9857783909908852,0.4373523847353927,-1.9800230618395924,-1.752812152260238,1
-0.8542031734209552,-0.3401629659053054,1.4370149784162902,1.4508991811063028,0.2510699400417249,-0.7505021233072612,1
-0.7709496543091693,1.666104322801496,-0.2707419524552431,0.38875767532034905,-1.5027811881945212,-1.0770809309067622,1
1.6013570568221664,0.5623102089455049,-0.19437883766017452,0.4026418780103615,-0.9915270782061064,2.0059129707757495,1
